"ID","Phase","Experiment","Stress","herbivory","soil_inocula","plant_pathway_induced","Glucosinolates","treatment","weight_mg","Glu_total","Glu_3MSOP","Glu_4MSOB","Glu_Allyl","Glu_4OHI3M","Glu_I3M","Glu_4MOI3M","Glu_1MOI3M"
"396","conditioning","real_insects","Chewer","caterpillar","NA","JA","1","non_conditioned",20.6,7.91039528547483,0.0629936818629127,0,0,0.018297644992194,6.89248807972521,0.0278323010288391,0.908783577865666
"337","feedback","real_insects","Control","without","JA-conditioned","NA","1","caterpillar",18.7,14.6178668958036,8.03709247599246,1.79753699081894,2.46604744904317,0,2.12799568836705,0.120326908425908,0.0688673831561203
"349","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",18.3,5.90329068681219,2.85236295693498,0.610435556546806,0.565570824280102,0,1.53209272816346,0.253102654987367,0.0897259658994728
"361","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",18.3,25.1819002146874,1.51467297115789,0.0934429733199252,0,0,21.8942230344699,0.153798167029843,1.52576306870988
"373","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",16.8,8.17818328405746,4.58903661190218,0.837699755551351,1.51154504164904,0.0107025680873954,1.08554772306659,0.0736674188872202,0.0699841649136784
"385","conditioning","simulated","SA","SA","NA","SA","1","non_conditioned",18.8,0.636629822050908,0.276265617201483,0.0636608528642969,0.156272579489548,0,0.104471206557916,0,0.0359595659376643
"397","conditioning","real_insects","Chewer","caterpillar","NA","JA","1","non_conditioned",17.6,42.7805523332204,0.322150161499219,0.0279941141516013,0.0636910967736649,0,37.6620136704845,0.264114314609501,4.44058897570187
"386","conditioning","simulated","SA","SA","NA","SA","1","non_conditioned",20.1,6.69861236765908,3.44324465383918,0.706995875325489,0.61846847187334,0,1.80657071232802,0.0232827636544887,0.10004989063857
"398","conditioning","real_insects","Aphid","aphid","NA","SA","1","non_conditioned",17.5,2.64810629943834,1.04712337570855,0.0469710991461631,0.279016682658725,0,0.64078107472923,0.504734562228746,0.129479504966927
"339","feedback","real_insects","Control","without","JA-conditioned","NA","1","caterpillar",13.8,12.4930664618573,7.09659255058924,1.7529547966697,1.75299556109165,0,1.72075465177692,0.0917900181324163,0.0779788835974175
"351","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",11.5,10.7981727457784,5.26538887322054,1.12906085771739,1.53437464745389,0,2.67427127539392,0.0886055058744104,0.106471586118213
"363","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",17.4,11.6879001343657,7.18006946999629,0.729303782653631,1.43543290826418,0,2.18858387969521,0.0958941071488988,0.0586159866074907
"375","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",15.3,7.87123307002893,4.24384767413209,0.929273659430451,0.66955461555687,0,1.85397888783447,0.0307959972353867,0.143782235839658
"387","conditioning","simulated","SA","SA","NA","SA","1","non_conditioned",20,0.453256050525017,0.147079106085225,0.0607798554476953,0.0882317814342463,0,0.1153309546529,0,0.0418343529049509
"399","conditioning","real_insects","Aphid","aphid","NA","SA","1","non_conditioned",15.9,10.3981483818269,6.61924552153916,1.12248993442426,0.472216005764593,0,1.44943156287442,0.652977940576291,0.0817874166481426
